"managerName","productCode","productName"
"中国国际金融股份有限公司","SJN484","中金财富私享829号FOF单一资产管理计划"
"青骊投资管理（上海）有限公司","SJN545","青骊长余私募证券投资基金"
"杭州钧富投资管理合伙企业（有限合伙）","SJN875","钧富长量1号私募证券投资基金"
"中国中金财富证券有限公司","SJP017","中金财富-南方传媒2号FOF单一资产管理计划"
"中国中金财富证券有限公司","SJP036","中金财富私享599号FOF单一资产管理计划"
"浙江龙航资产管理有限公司","SJP092","龙航5期私募证券投资基金"
"中国中金财富证券有限公司","SJP206","中金财富私享685号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJP283","中金财富私享867号FOF单一资产管理计划"
"中国中金财富证券有限公司","SJP497","中金财富私享919号FOF单一资产管理计划"
"中国中金财富证券有限公司","SJP705","中金财富私享978号FOF单一资产管理计划"
"中国中金财富证券有限公司","SJP707","中金财富私享601号FOF单一资产管理计划"
"上海煜德投资管理中心（有限合伙）","SJP816","煜德投资佳和精选7号私募证券投资基金"
"中国国际金融股份有限公司","SJQ081","中金财富私享733号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJQ086","中金财富私享830号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJQ088","中金财富私享838号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJQ091","中金财富私享896号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJQ092","中金财富私享897号FOF单一资产管理计划"
"中国中金财富证券有限公司","SJQ246","中金财富私享515号FOF单一资产管理计划"
"广州新锐财富资产管理有限公司","SJQ527","新锐精选24FOF私募证券投资基金"
"中国中金财富证券有限公司","SJQ630","中金财富私享588号FOF单一资产管理计划"
"深圳市凯丰投资管理有限公司","SJQ655","凯丰宏观策略16-12号证券投资私募基金"
"中国国际金融股份有限公司","SJQ698","中金财富私享723号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJQ708","中金财富私享882号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJQ800","中金财富私享121号FOF单一资产管理计划"
"中国中金财富证券有限公司","SJR334","中金财富私享986号FOF单一资产管理计划"
"中国中金财富证券有限公司","SJR398","中金财富私享916号FOF单一资产管理计划"
"中国中金财富证券有限公司","SJR491","中金财富私享527号FOF单一资产管理计划"
"上海洹睿资产管理有限公司","SJR525","洹睿姑苏1号私募证券投资基金"
"中国国际金融股份有限公司","SJR713","中金财富私享238号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJR717","中金财富私享857号FOF单一资产管理计划"
"中国中金财富证券有限公司","SJR806","中金财富私享555号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJR826","中金财富私享708号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJR828","中金财富私享719号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJR832","中金财富私享786号FOF单一资产管理计划"
"中国中金财富证券有限公司","SJS011","中金财富私享609号FOF单一资产管理计划"
"上海同犇投资管理中心（有限合伙）","SJS029","同犇15期私募证券投资基金"
"杭州钧富投资管理合伙企业（有限合伙）","SJS092","钧富如风26号私募证券投资基金"
"中国中金财富证券有限公司","SJS101","中金财富私享679号FOF单一资产管理计划"
"中国中金财富证券有限公司","SJS257","中金财富私享970号FOF单一资产管理计划"
"中国中金财富证券有限公司","SJS258","中金财富私享513号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJS271","中金财富私享709号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJS275","中金财富私享761号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJS279","中金财富私享1018号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJS938","中金财富私享853号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJSA36","中金财富私享859号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJSC01","中金财富私享103号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJSC36","中金财富私享872号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJSS38","中金财富私享182号FOF单一资产管理计划"
"上海思勰投资管理有限公司","SJT419","思勰投资长量一号私募证券投资基金"
"中国国际金融股份有限公司","SJT786","中金财富私享779号FOF单一资产管理计划"
"广东坤熙基金管理有限公司","SJT829","坤熙狗头金七号私募证券投资基金"
"中国国际金融股份有限公司","SJU658","中金财富私享180号FOF单一资产管理计划"
"上海新方程股权投资管理有限公司","SJW323","新方程海外积极目标FOF1号私募证券投资基金"
"山东圆融投资管理有限公司","SJW528","圆融投资权方位1号私募证券投资基金"
"中国国际金融股份有限公司","SJW676","中金财富私享760号FOF单一资产管理计划"
"中国国际金融股份有限公司","SJX698","中金财富私享837号FOF单一资产管理计划"
"上海新方程股权投资管理有限公司","SJY257","新方程瀚亚海外投资亚洲信用债债券私募投资基金"
"中国国际金融股份有限公司","SJY868","中金公司中联重科核心经营管理层持股计划单一资产管理计划"
"上海新方程股权投资管理有限公司","SK1216","新方程大类配置基金"
"天津市厚盈投资咨询有限公司","SK2512","厚盈成长2号私募证券投资基金"
"第一创业期货有限责任公司","SK2518","第一创业期货－睿博3号资产管理计划"
"南京道富投资管理有限公司","SK3423","藏宝财富1号私募证券投资基金"
"上海新方程股权投资管理有限公司","SK3513","新方程五年陈金牛1号基金"
"上海景熙资产管理有限公司","SK4275","景熙18号证券投资基金"
"上海新方程股权投资管理有限公司","SK4535","新方程启辰联想之星成长基金"
"上海资乘股权投资基金管理有限公司","SK4538","资乘指北针7期基金"
"深圳市前海汇信得基金管理有限公司","SK5217","汇信得和谐成长1号证券投资基金"
"上海银叶投资有限公司","SK5904","银叶投资宏观配置7号证券投资基金"
"苏州嘉鼎晟资产管理有限公司","SK6085","嘉鼎晟1期私募投资基金"
"深圳大河股权投资基金管理有限公司","SK6094","大河稳盈2号私募基金"
"苏州新锦和投资发展有限公司","SK6106","锦和1号私募投资基金"
"上海保港股权投资基金有限公司","SK6121","保港稳进1号私募投资基金"
"上海新方程股权投资管理有限公司","SK6913","杭州谦一股权投资基金合伙企业（有限合伙）"
"成都汉唐股权投资基金管理合伙企业（有限合伙）","SK7630","汉唐1号私募基金"
"深圳市安诺资产管理有限公司","SK7676","安诺一期证券投资基金"
"广西国得投资管理有限公司","SK7783","国得财富一号私募基金"
"江苏景闰投资股份有限公司","SK7983","景闰锦赢2号私募证券投资基金"
"北京质品投资管理有限公司","SK8014","质品进取1号私募证券投资基金"
"上海朴道瑞富投资管理中心（有限合伙）","SK8080","朴道四期私募基金"
"上海资乘股权投资基金管理有限公司","SK8446","资乘指北针8期基金"
"上海新方程股权投资管理有限公司","SK8449","新方程启辰产业共赢基金"
"武汉雪球资产管理有限公司","SK8467","武汉众邦资产定增1号证券投资基金"
"杭州聚易投资管理有限公司","SK8870","聚易慧富一号证券投资基金"
"湖南拓泽资产管理有限公司","SK8927","拓泽稳赢1号证券投资基金"
"江苏瑚琏投资管理有限公司","SK9401","瑚琏成长1号私募证券投资基金"
"北京合赢兆珺资产管理有限公司","SK9452","合赢证券投资基金－香河1号"
"斯坦（北京）资产管理有限公司","SL0166","斯坦1号私募证券投资基金"
"深圳市华策资产管理有限公司","SL0326","华策1号证券投资基金"
"上海资乘股权投资基金管理有限公司","SL0582","杭州睿持股权投资基金合伙企业（有限合伙）"
"上海千象资产管理有限公司","SL0598","千象全景9号私募证券投资基金"
"上海远桥投资管理中心（有限合伙）","SL1455","远桥近水证券投资基金"
"广东尚伟投资管理有限责任公司","SL1723","尚泰5号私募证券投资基金"
"深圳市翊善资本有限公司","SL1901","翊善致远一号私募基金"
"中国国际金融股份有限公司","SL232","中金财富私享818号FOF单一资产管理计划"
"上海勤懋资产管理有限公司","SL2662","勤远多策略对冲1号基金"
"北京华鼎富盈投资基金管理有限公司","SL2679","华鼎富盈优选价值成长2号私募基金"
"哈尔滨尊合投资管理有限公司","SL3921","尊合稳增一号私募证券投资基金"
"深圳市朗润通资本管理有限公司","SL4353","朗润通聚宝盆6号定增基金"
"西藏神州牧基金管理有限公司","SL4375","鸿运神州牧11号证券投资私募基金"
"上海方圆达创投资合伙企业（有限合伙）","SL4666","方圆重明私募证券投资基金"
"深圳银证基金管理有限公司","SL5240","银证1号私募证券投资基金"
"苏州富优哲资产管理有限公司","SL5255","富优哲犇鑫系列1号证券投资基金"
"津博（上海）资产管理有限公司","SL5614","财智领先一号"
"大连飓风投资管理有限公司","SL5793","飓风1号私募证券投资基金"
"广东华为达基金管理有限公司","SL5830","华为达定增2号私募投资基金"
"易方达基金管理有限公司","SL6276","易方达浦赢量化多策略1号资产管理计划"
"安志（北京）资产管理有限公司","SL7362","安志安联FoF2号私募证券投资基金"
"中汇润生（北京）投资基金管理有限公司","SL7611","中汇润生成长一期私募证券投资基金"
"上海双隆投资有限公司","SL7701","双隆-阳光稳健2号私募证券投资基金"
"杭州洵源投资管理有限公司","SL8097","洵源搏击2号证券投资基金"
"深圳前海帝国资产管理有限公司","SL8983","帝国理工校友中国成长3号私募证券投资基金"
"宁波金戈量锐资产管理有限公司","SL9390","量锐8号私募基金"
"广东华骏基金管理有限公司","SL9428","华骏3号-华骏天泰私募证券投资基金"
"华泰期货有限公司","SL9832","华泰期货8期资产管理计划"
"上海方圆达创投资合伙企业（有限合伙）","SL9998","方圆财富2号私募证券投资基金"
"上海资乘股权投资基金管理有限公司","SM0233","宁波梅山保税港区睿嘉投资管理合伙企业（有限合伙）"
"上海凯石益正资产管理有限公司","SM0247","上海凯襄投资合伙企业（有限合伙）"
"南京长澳投资管理有限公司","SM0464","长澳安享盈1号证券投资基金"
"上海新方程股权投资管理有限公司","SM0511","宁波梅山保税港区睿薪投资管理合伙企业（有限合伙）"
"上海金辇投资管理有限公司","SM0932","金辇圆盛积极成长证券投资基金"
"江苏银壹捌投资管理有限公司","SM1794","银壹捌熙元蜜蜂1号策略私募投资基金"
"深圳市同利德资产管理有限公司","SM1800","同德赢一号私募证券投资基金"
"东方点石投资管理有限公司","SM1803","东方点石定增精选3号私募基金"
"上海资乘股权投资基金管理有限公司","SM2807","宁波梅山保税港区睿君投资管理合伙企业（有限合伙）"
"上海倍霖山投资管理有限公司","SM3373","倍霖山新蓝筹一号私募证券投资基金"
"北京财富自由投资管理有限公司","SM3409","财富自由投资龟兔赛跑1号私募证券投资基金"
"上海万琰辰投资管理中心(有限合伙)","SM3466","万乘私募基金"
"深圳市朗润通资本管理有限公司","SM3878","朗润通聚宝盆7号定增基金"
"深圳市汇博资本管理有限公司","SM3907","汇博海洋动力一号私募证券投资基金"
"上海呈瑞投资管理有限公司","SM4172","呈瑞念空上善私募基金"
"广东凡德投资有限公司","SM4258","凡德灵活对冲私募证券投资基金"
"深圳前海江洋资本管理有限公司","SM4423","江洋二号证券投资私募基金"
"亿鑫投资管理扬州有限公司","SM4503","亿鑫5期私募证券投资基金"
"上海方圆达创投资合伙企业（有限合伙）","SM4526","方圆互强1号私募证券投资基金"
"北京正格资本管理有限公司","SM5119","正格价值1号私募投资基金"
"上海玖鹏资产管理中心（有限合伙）","SM5577","玖鹏价值精选1号私募基金"
"深圳前海江洋资本管理有限公司","SM6025","江洋三号证券投资私募基金"
"广发基金管理有限公司","SM6232","广发基金浦赢多策略橄榄树30号资产管理计划"
"上海呈瑞投资管理有限公司","SM6868","烜鼎智鑫四号私募基金"
"上海新方程股权投资管理有限公司","SM6975","新方程启辰同创伟业智能时代基金"
"上海善智股权投资基金管理有限公司","SM7790","善智斯巴达六号投资私募基金"
"东海期货有限责任公司","SM8322","东海龙智2号资产管理计划"
"上海资乘股权投资基金管理有限公司","SM8371","资乘指北针9期基金"
"上海凯纳璞淳资产管理有限公司","SM8583","凯纳量化价值3号基金"
"上海新方程股权投资管理有限公司","SM9135","新方程启辰顺丰专项基金"
"深圳市晟泰投资管理有限公司","SM9336","晟泰3号私募证券投资基金"
"上海鼎锋资产管理有限公司","SM9451","鼎锋成长精选5期私募证券投资基金"
"上海方圆达创投资合伙企业（有限合伙）","SM9602","方圆财富3号私募证券投资基金"
"上海方圆达创投资合伙企业（有限合伙）","SM9604","方圆财富4号私募证券投资基金"
"上海方圆达创投资合伙企业（有限合伙）","SM9611","方圆财富5号私募证券投资基金"
"上海方圆达创投资合伙企业（有限合伙）","SM9615","方圆财富6号私募证券投资基金"
"上海方圆达创投资合伙企业（有限合伙）","SM9616","方圆财富7号私募证券投资基金"
"上海方圆达创投资合伙企业（有限合伙）","SM9869","方圆成长1号私募证券投资基金"
"上海方圆达创投资合伙企业（有限合伙）","SM9870","方圆成长2号私募证券投资基金"
"上海方圆达创投资合伙企业（有限合伙）","SM9871","方圆成长3号私募证券投资基金"
"上海方圆达创投资合伙企业（有限合伙）","SM9873","方圆成长4号私募证券投资基金"
"上海方圆达创投资合伙企业（有限合伙）","SM9874","方圆成长5号私募证券投资基金"
"上海新方程股权投资管理有限公司","SN0274","新方程致远亚朵酒店私募基金"
"上海习元资产管理有限公司","SN0523","习元星合稳健增长1号私募证券投资基金"
"广西桥河投资管理有限公司","SN0528","桥河稳健价值1期私募证券投资基金"
"北京华鼎富盈投资基金管理有限公司","SN0755","华鼎富盈优选价值成长3号私募基金"
"互联智道投资管理（深圳）有限公司","SN1018","智道金牛座FOF量化多策略1号私募证券投资基金"
"北京雅才资本管理有限公司","SN1034","雅才1号私募证券投资基金"
"上海大璨投资管理有限公司","SN1385","大璨磐石1号"
"广东小禹投资管理有限公司","SN1487","小禹投资聚宝盆私募投资基金"
"中融银创投资基金管理（北京）有限公司","SN1641","中融银创-银创定增1号私募证券投资基金"
"广西信安联股权投资基金管理有限公司","SN1647","信安联稳定成长1号私募证券投资基金"
"上海睿信投资管理有限公司","SN1726","睿信白泽2号私募证券投资基金"
"上海睿信投资管理有限公司","SN1729","睿信白泽3号私募证券投资基金"
"上海资乘股权投资基金管理有限公司","SN1779","宁波梅山保税港区睿柏投资管理合伙企业（有限合伙）"
"杭州金雕资产管理有限公司","SN2183","润道1号私募证券投资基金"
"上海凯纳璞淳资产管理有限公司","SN2185","凯纳价值5号私募证券投资基金"
"上海睿信投资管理有限公司","SN4556","睿信烛照1号私募证券投资基金"
"上海凯纳璞淳资产管理有限公司","SN4573","凯纳价值7号私募证券投资基金"
"上海汇势通投资管理有限公司","SN4738","汇势通枫时2期私募基金"
"西藏宾悦成长投资管理有限公司","SN4991","宾悦成长5号私募基金"
"青岛和金瑞盈私募基金管理有限公司","SN7453","和金佳泽证券投资私募基金"
"北京企额宝资产管理有限公司","SN8256","企额宝稳盈2号私募证券投资基金"
"网信证券有限责任公司","SP3356","网信证券信富14号定向资产管理计划"
"网信证券有限责任公司","SP3357","网信证券信富13号定向资产管理计划"
"网信证券有限责任公司","SP4827","网信证券信富20号定向资产管理计划"
"上海新方程股权投资管理有限公司","SR0429","新方程启辰和聚百川二期私募基金"
"上海资乘股权投资基金管理有限公司","SR0431","资乘指北针11期私募基金"
"上海新方程股权投资管理有限公司","SR0432","宁波梅山保税港区睿珠投资管理合伙企业（有限合伙）"
"铁树资本管理有限公司","SR0947","铁树资本FOF稳健一号私募基金"
"铁树资本管理有限公司","SR1102","铁树资本对冲1号私募基金"
"铁树资本管理有限公司","SR1108","铁树资本量化1号私募基金"
"北京宏儒和愉投资管理有限公司","SR1823","宁波梅山保税港区聚琛股权投资中心（有限合伙）"
"上海泓信投资管理有限公司","SR3324","泓信泓筹十七号指数增强型私募基金"
"马里奥（海南）投资管理有限公司","SR3504","诺曼底私募投资基金"
"浙江环恒资产管理有限公司","SR4423","环恒1号私募证券投资基金"
"深圳市博益安盈资产管理有限公司","SR5141","博益安盈精英12号私募证券投资基金"
"上海资乘股权投资基金管理有限公司","SR5777","宁波梅山保税港区睿特投资管理合伙企业（有限合伙）"
"上海资乘股权投资基金管理有限公司","SR5788","宁波梅山保税港区睿京投资管理合伙企业（有限合伙）"
"北京吉象投资管理有限公司","SR5808","吉象投资吉象如意1号私募证券投资基金"
"上海匹克辛亚投资管理有限公司","SR5955","匹克辛亚量化对冲8号私募证券投资基金"
"浙江引石资产管理有限公司","SR6418","引石私募证券投资基金1789号"
"上海雷根资产管理有限公司","SR6482","雷根12号私募基金"
"亿群投资控股有限公司","SR6840","亿群大富翁6号私募证券投资基金"
"上海资乘股权投资基金管理有限公司","SR7095","宁波梅山保税港区睿元投资管理合伙企业（有限合伙）"
"深圳市恒盈富达资产管理有限公司","SR7646","恒盈创富私募基金"
"山东兴利德创业投资有限公司","SR7703","兴德开阳2号私募证券投资基金"
"上海资乘股权投资基金管理有限公司","SR8408","资乘新能源汽车私募基金"
"深圳市徽嘉泽资本管理有限公司","SS0810","徽丰2号私募证券投资基金"
"广和投资有限公司","SS1674","广和惠盈定增2号私募投资基金"
"北京亿润创业投资有限公司","SS2017","北京亿润创丰投资中心（有限合伙）"
"蝶彩资产管理（上海）股份有限公司","SS2584","积极股东4号私募投资基金"
"上海资乘股权投资基金管理有限公司","SS2793","资乘致远电商物流服务私募基金"
"上海新方程股权投资管理有限公司","SS3586","宁波梅山保税港区睿周投资管理合伙企业（有限合伙）"
"上海资乘股权投资基金管理有限公司","SS3587","宁波梅山保税港区睿沐投资管理合伙企业（有限合伙）"
"广东潮金投资基金管理有限公司","SS3635","潮金统达1号私募证券投资基金"
"天津民晟资产管理有限公司","SS4074","民晟红鹭3号私募证券投资基金"
"盈融达投资（北京）有限公司","SS4264","盈融达投资长红三期私募证券投资基金"
"苏州富优哲资产管理有限公司","SS4299","富优哲红鑫2号阳光私募证券投资基金"
"上海资乘股权投资基金管理有限公司","SS4322","宁波梅山保税港区睿禾投资管理合伙企业（有限合伙）"
"海通期货股份有限公司","SS5021","海通期货云成共赢一号资产管理计划"
"深圳私享股权投资基金管理有限公司","SS7637","中兴1号管理型私募基金"
"北京小强趋势投资管理有限公司","SS7794","小强中国梦二号私募证券投资基金"
"广州红孩尔资产管理有限公司","SS8232","红孩尔凯旋1号私募证券投资基金"
"上海资乘股权投资基金管理有限公司","SS8659","资乘致远电商物流服务私募基金二期"
"浙商期货有限公司","SS9056","浙商期货明月升一号资产管理计划"
"深圳市九晟基金管理有限公司","SS9571","丰享FOF私募投资基金3号"
"中国国际金融股份有限公司","SSS600","中金财富私享858号FOF单一资产管理计划"
"中国国际金融股份有限公司","SSS601","中金财富私享805号FOF单一资产管理计划"
"中国国际金融股份有限公司","SSS603","中金财富私享806号FOF单一资产管理计划"
"中国国际金融股份有限公司","SSS606","中金财富私享778号FOF单一资产管理计划"
"中国国际金融股份有限公司","SSS607","中金财富私享227号FOF单一资产管理计划"
"中国国际金融股份有限公司","SSS608","中金财富私享120号FOF单一资产管理计划"
"中国国际金融股份有限公司","SSS612","中金财富私享827号FOF单一资产管理计划"
"中国国际金融股份有限公司","SSS614","中金财富私享855号FOF单一资产管理计划"
"中国国际金融股份有限公司","SSS615","中金财富私享798号FOF单一资产管理计划"
"中国国际金融股份有限公司","SSS618","中金财富私享865号FOF单一资产管理计划"
"中国国际金融股份有限公司","SSS621","中金财富私享869号FOF单一资产管理计划"
"中国国际金融股份有限公司","SSS624","中金财富私享717号FOF单一资产管理计划"
"中国国际金融股份有限公司","SSS625","中金财富私享835号FOF单一资产管理计划"
"中国国际金融股份有限公司","SSS627","中金财富私享226号FOF单一资产管理计划"
"中国国际金融股份有限公司","SSS629","中金财富私享787号FOF单一资产管理计划"
"中国国际金融股份有限公司","SSS630","中金财富私享831号FOF单一资产管理计划"
"中国国际金融股份有限公司","SSS631","中金财富私享706号FOF单一资产管理计划"
"中国国际金融股份有限公司","SSS634","中金财富私享789号FOF单一资产管理计划"
"盛山资产管理（上海）有限公司","SSYYHH","上海盛山渝英创业投资中心（有限合伙）"
"东莞市榕果投资管理有限公司","ST0346","榕树四期格十八私募证券投资基金"
"广东领新投资有限公司","ST0694","领新悦翔私募证券投资基金"
"浙江新世纪期货有限公司","ST1514","新世纪-海燕7号资产管理计划"
"北京中昆金信投资管理有限公司","ST2016","金信私募证券投资基金"
"深圳市前海派资产管理有限公司","ST2390","阜信1号私募证券投资基金"
"宁波恒添财富投资管理有限公司","ST2483","恒添乘风破浪一号私募证券投资基金"
"福建鸿腾资产管理有限公司","ST3909","鸿腾天成私募证券投资基金"
"广东浦健投资有限公司","ST4626","浦健投资价值一号私募证券投资基金"
"北京龙和投资管理有限公司","ST4782","龙和一号私募证券投资基金"
"广东万燕资产管理有限公司","ST7272","万燕影视一号私募投资基金"
"上海资乘股权投资基金管理有限公司","ST8571","宁波梅山保税港区鸿纵投资管理合伙企业（有限合伙）"
"上海资乘股权投资基金管理有限公司","ST8573","宁波梅山保税港区鸿忽投资管理合伙企业（有限合伙）"
"国道资产管理（上海）有限公司","ST9346","国道华1号私募证券基金"
"上海海通证券资产管理有限公司","SV9798","海通滴石2号集合资产管理计划"
"亿鑫投资管理扬州有限公司","SW1337","亿鑫12期私募证券投资基金"
"上海资乘股权投资基金管理有限公司","SW1834","资乘致远电商物流服务私募基金三期"
"上海资乘股权投资基金管理有限公司","SW1836","资乘致远电商物流服务私募基金四期"
"北京鼎尚金投资管理有限公司","SW2019","壹泽天御三号私募投资基金"
"上海量旗投资管理有限公司","SW3286","量旗阿尔法联盟一号二期私募证券投资基金"
"创元期货股份有限公司","SW3735","创元长流2号资产管理计划"
"上海元亨王道资产管理有限公司","SW4583","元鑫旺天天赢现金管理二号"
"上海元亨王道资产管理有限公司","SW4590","元鑫富FOF安心增强三号私募投资基金"
"深圳市世纪盛元资产管理有限公司","SW6854","冰河世纪9号私募证券投资基金"
"敦和资产管理有限公司","SW6881","敦和富春价差驱动私募基金"
"西藏博恩资产管理有限公司","SW7028","博恩11号私募证券投资基金"
"宁波旭弘投资管理合伙企业（有限合伙）","SW8610","旭弘海丝一号私募证券投资基金"
"上海元亨王道资产管理有限公司","SW8823","元鑫富CPPI策略一号"
"上海富善投资有限公司","SX0680","富善投资-汇远9号私募证券投资基金"
"银河期货有限公司","SX0816","银河增利资产管理计划资产管理合同"
"深圳华骕基金管理有限公司","SX2599","华骕财富管理五号私募证券投资基金"
"深圳第二基金管理有限公司","SX2614","第二基金中证500指数增强私募证券投资基金"
"上海鸣石投资管理有限公司","SX2672","鸣石春天指数增强18号私募证券投资基金"
"福建天朗资产管理有限公司","SX3013","天朗稳鑫一号私募证券投资基金"
"北京鼎尚金投资管理有限公司","SX3360","壹泽天御五号私募投资基金"
"广东温氏投资有限公司","SX3578","新兴温氏壹号股权投资合伙企业（有限合伙）"
"上海榜样投资管理有限公司","SX4164","榜样精彩私募证券投资基金"
"上海广怀投资管理有限公司","SX6350","高鸣家族灵活一号私募投资基金"
"建信期货有限责任公司","SX6530","建信期货-双辉8号二期资产管理计划"
"杭州金维投资管理有限公司","SX6971","金维富宝1号私募证券投资基金"
"上海鸣石投资管理有限公司","SX9904","鸣石春天指数增强二十六号私募证券投资基金"
"山西证券股份有限公司","SXDX01","山西证券-国泰君安定向1号资产管理计划"
"深圳第二基金管理有限公司","SY3297","第二基金中证500指数增强1号私募证券投资基金"
"上海满风资产管理有限公司","SY5707","满风价值增长精选私募证券投资基金"
"上海叱云投资管理中心（有限合伙）","SY7134","诺一号私募证券投资基金"
"上海泓信投资管理有限公司","SY7658","泓信泓时三十号私募证券投资基金"
"洪泰万亨资产管理（深圳）有限公司","SY8469","洪泰万亨6号私募证券投资基金"
"宏源期货有限公司","SY9035","宏远9号资产管理计划"
"国泰元鑫资产管理有限公司","SZ0001","国泰元鑫北大科实专项资产管理计划"
"上海海通证券资产管理有限公司","SZ3833","海通年年旺100号集合资产管理计划"
"华泰期货有限公司","T00007","华泰期货量化招盈2号资产管理计划"
"华泰期货有限公司","T00008","华泰期货量化招盈母基金资产管理计划"
"长安财富资产管理有限公司","T00010","长安资产华安2号专项资产管理计划"
"第一创业证券股份有限公司","T00012","第一创业证券瀚华聚裕1号定向资产管理计划"
"中信信诚资产管理有限公司","T00014","中信信诚-江苏汇金股权投资3号专项资产管理计划"
"中信信诚资产管理有限公司","T00015","中信信诚-江苏汇金股权投资2号专项资产管理计划"
"中信信诚资产管理有限公司","T00016","中信信诚-江苏汇金股权投资1号专项资产管理计划"
"华泰期货有限公司","T00031","华泰期货量化招盈3号资产管理计划"
"长信基金管理有限责任公司","T00033","长信-财通财汇1号资产管理计划"
"中泰证券（上海）资产管理有限公司","T00050","齐鲁资管星辰汇聚1号定向资产管理计划"
"华泰期货有限公司","T00060","华泰期货-江苏量化招盈2号资产管理计划"
"华泰期货有限公司","T00061","华泰期货-银华量化绝对收益资产管理计划"
"华泰期货有限公司","T00062","华泰期货-银华量化指数增强资产管理计划"
"第一创业证券股份有限公司","T00065","银华量化债券定向资产管理计划"
"中铁宝盈资产管理有限公司","T00073","中铁宝盈理石步步高16号特定资产管理计划"
"博时资本管理有限公司","T00087","博时资本-豫信1号专项资产管理计划"
"博时资本管理有限公司","T00096","博时资本-铂睿63号专项资产管理计划"
"华泰期货有限公司","T00104","华泰期货宽鼎混合套利A期资产管理计划"
"华泰期货有限公司","T00120","华泰期货CTA精选1号资产管理计划"
"南华期货股份有限公司","T00121","南华期货-金太平稳泰1号量化资产管理计划"
"华泰期货有限公司","T00124","华泰期货宽鼎混合套利B期资产管理计划"
"第一创业证券股份有限公司","T00129","一创起航1号集合资产管理计划"
"富安达资产管理（上海）有限公司","T00140","富安达京江资本1号专项资产管理计划"
"广州市好投投资管理有限公司","T00150","广州市山加天投资合伙企业（有限合伙）"
"华宝证券有限责任公司","T00151","华宝证券华鸿分级基金优选一号集合资产管理计划"
"第一创业证券股份有限公司","T00157","一创起航2号集合资产管理计划"
"银河资本资产管理有限公司","T00162","银河资本-阿尔法机器人股权投资资产管理计划"
"东海证券股份有限公司","T00174","平安银行-东海证券18号定向资产管理计划"
"国泰君安创新投资有限公司","T00185","上海国君创投隆观投资管理中心（有限合伙）"
"九州证券股份有限公司","T00197","银九一号定向资产管理计划"
"华宝证券有限责任公司","T00213","华宝证券华丰2号集合资产管理计划"
"华宝证券有限责任公司","T00273","华宝证券汇鸿汇升融享一号集合资产管理计划"
"深圳市圆石投资管理有限公司","T00290","圆石2号证券投资基金"
"九州证券股份有限公司","T00298","九州证券平安信泽定向资产管理计划"
"国信期货有限责任公司","T00299","宇速量化FOHF-盛世资产管理计划"
"东吴期货有限公司","T00312","东吴期货鑫利1号结构化集合资产管理计划"
"南方资本管理有限公司","T00356","广发量化1号资产管理计划"
"国信期货有限责任公司","T00373","宇速量化FOHF-1号资产管理计划"
"国信期货有限责任公司","T00374","宇速量化FOHF-2号资产管理计划"
"瑞元资本管理有限公司","T00427","瑞元资本华发长茂投资专项资产管理计划"
"东海期货有限责任公司","T00429","东海龙智1号资产管理计划"
"九州证券股份有限公司","T00430","九州国开泰富股票宝16号定向资产管理计划"
"网信证券有限责任公司","T00457","网信证券信富12号定向资产管理计划"
"东海期货有限责任公司","T00458","东海龙智6号资产管理计划"
"东海期货有限责任公司","T00459","东海龙智7号资产管理计划"
"东海期货有限责任公司","T00465","东海龙智9号资产管理计划"
"网信证券有限责任公司","T00466","网信证券信富24号定向资产管理计划"
"九州证券股份有限公司","T00469","九州证券启航48号定向资产管理计划"
"兴业财富资产管理有限公司","T00473","兴业财富-兴享进取FOF2号专项资产管理计划"
"南方基金管理有限公司","T00478","南方基金-中冀1号资产管理计划"
"网信证券有限责任公司","T00482","网信证券信富27号定向资产管理计划"
"网信证券有限责任公司","T00490","网信证券信富29号定向资产管理计划"
"网信证券有限责任公司","T00491","网信证券信富30号定向资产管理计划"
"华宝证券有限责任公司","T00498","华宝证券华宝锐天集合资产管理计划"
"网信证券有限责任公司","T00512","网信证券信富38号定向资产管理计划"
"汇安基金管理有限责任公司","T00524","汇安基金-毅达资本定增1号资产管理计划"
"华宝证券有限责任公司","T00526","华宝证券华芮中证800指数增强一号集合资产管理计划"
"九州证券股份有限公司","T00528","九州证券企额宝稳盈定向资产管理计划"
